gene_name,meth.diff,GO,p.value,product
LOC111106820,59,GO:0007417,0.00339,cadherin EGF LAG seven-pass G-type receptor 1-like
LOC111111285,-51,GO:0007417,0.00339,uncharacterized LOC111111285
LOC111135335,-50,GO:0061512,0.00347,WD repeat-containing protein 35-like
LOC111120496,61,GO:0061512,0.00347,intraflagellar transport protein 140 homolog
LOC111120496,-54,GO:0061512,0.00347,intraflagellar transport protein 140 homolog
LOC111108798,51,GO:0061512,0.00347,intraflagellar transport protein 122 homolog
LOC111119390,55,GO:0035973,0.00354,WD repeat and FYVE domain-containing protein 3-like
LOC111119390,58,GO:0035973,0.00354,WD repeat and FYVE domain-containing protein 3-like
LOC111129995,52,GO:0035973,0.00354,ubiquilin-1-like
LOC111102871,51,GO:0035973,0.00354,autophagy protein 5-like
LOC111119555,70,GO:0070197,0.00354,SUN domain-containing protein 2-like
LOC111128552,-58,GO:0070197,0.00354,HAUS augmin-like complex subunit 1
LOC111128552,70,GO:0070197,0.00354,HAUS augmin-like complex subunit 1
LOC111099169,59,GO:0070197,0.00354,uncharacterized LOC111099169
LOC111136050,61,GO:0072710,0.00354,histone acetyltransferase KAT7-like
LOC111136050,55,GO:0072710,0.00354,histone acetyltransferase KAT7-like
LOC111136050,56,GO:0072710,0.00354,histone acetyltransferase KAT7-like
LOC111133592,-54,GO:0016192,0.00355,ras-related protein Rab-32-like
LOC111133592,-58,GO:0016192,0.00355,ras-related protein Rab-32-like
LOC111108139,-51,GO:0016192,0.00355,endoplasmic reticulum-Golgi intermediate compartment protein 3-like
LOC111118731,-50,GO:0016192,0.00355,protein transport protein Sec24A-like
LOC111131301,-55,GO:0016192,0.00355,synaptosomal-associated protein 25-like
LOC111135247,-54,GO:0016192,0.00355,protein spire homolog 1-like
LOC111135247,-67,GO:0016192,0.00355,protein spire homolog 1-like
LOC111135243,68,GO:0016192,0.00355,trafficking protein particle complex subunit 11-like
LOC111134328,-69,GO:0016192,0.00355,protein kinase C iota type-like
LOC111135899,63,GO:0016192,0.00355,copine-3-like
LOC111108105,-55,GO:0016192,0.00355,glutamic acid-rich protein-like
LOC111111058,-60,GO:0016192,0.00355,unconventional myosin-Va-like
LOC111111058,61,GO:0016192,0.00355,unconventional myosin-Va-like
LOC111111058,50,GO:0016192,0.00355,unconventional myosin-Va-like
LOC111117701,55,GO:0016192,0.00355,gamma-soluble NSF attachment protein-like
LOC111117701,51,GO:0016192,0.00355,gamma-soluble NSF attachment protein-like
LOC111110677,-57,GO:0006468,0.00364,homeodomain-interacting protein kinase 2-like
LOC111110332,-59,GO:0006468,0.00364,checkpoint protein HUS1-like
LOC111120015,-54,GO:0006468,0.00364,serine/threonine-protein kinase NIM1-like
LOC111120680,50,GO:0006468,0.00364,dual specificity testis-specific protein kinase 2-like
LOC111119098,54,GO:0006468,0.00364,AP2-associated protein kinase 1-like
LOC111119098,55,GO:0006468,0.00364,AP2-associated protein kinase 1-like
LOC111124521,53,GO:0006468,0.00364,tyrosine-protein kinase Abl-like
LOC111125274,52,GO:0006468,0.00364,NADPH oxidase activator-like
LOC111124011,54,GO:0006468,0.00364,vascular endothelial growth factor receptor 1-like
LOC111128082,-50,GO:0006468,0.00364,serine/threonine-protein kinase MRCK alpha-like
LOC111128082,-51,GO:0006468,0.00364,serine/threonine-protein kinase MRCK alpha-like
LOC111129365,56,GO:0006468,0.00364,baculoviral IAP repeat-containing protein 6-like
LOC111130217,-54,GO:0006468,0.00364,MAPK/MAK/MRK overlapping kinase-like
LOC111136017,56,GO:0006468,0.00364,tyrosine-protein kinase PR2-like
LOC111137330,50,GO:0006468,0.00364,aurora kinase A-like
LOC111134328,-69,GO:0006468,0.00364,protein kinase C iota type-like
LOC111135071,-54,GO:0006468,0.00364,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-51,GO:0006468,0.00364,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-52,GO:0006468,0.00364,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-53,GO:0006468,0.00364,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-58,GO:0006468,0.00364,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-64,GO:0006468,0.00364,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111137042,-55,GO:0006468,0.00364,serine/threonine-protein kinase PRP4 homolog
LOC111137042,-64,GO:0006468,0.00364,serine/threonine-protein kinase PRP4 homolog
LOC111135701,60,GO:0006468,0.00364,eukaryotic translation initiation factor 2-alpha kinase 3-like
LOC111135701,58,GO:0006468,0.00364,eukaryotic translation initiation factor 2-alpha kinase 3-like
LOC111101884,50,GO:0006468,0.00364,TFIIH basal transcription factor complex helicase XPB subunit-like
LOC111103817,52,GO:0006468,0.00364,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103817,-58,GO:0006468,0.00364,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103509,55,GO:0006468,0.00364,MORC family CW-type zinc finger protein 3-like
LOC111107387,71,GO:0006468,0.00364,leucine-rich repeat serine/threonine-protein kinase 2-like
LOC111107790,-54,GO:0006468,0.00364,cyclin-dependent kinase 17-like
LOC111107574,50,GO:0006468,0.00364,cyclin-dependent kinase 17-like
LOC111112844,59,GO:0006468,0.00364,mitogen-activated protein kinase 11-like
LOC111113387,56,GO:0006468,0.00364,serine/threonine-protein kinase tousled-like 2
LOC111113385,54,GO:0006468,0.00364,serine/threonine-protein kinase tousled-like 2
LOC111118975,64,GO:0019886,0.00367,kinesin-like protein KIN-7I
LOC111118975,54,GO:0019886,0.00367,kinesin-like protein KIN-7I
LOC111118975,-61,GO:0019886,0.00367,kinesin-like protein KIN-7I
LOC111118731,-50,GO:0019886,0.00367,protein transport protein Sec24A-like
LOC111120467,53,GO:0019886,0.00367,protein transport protein Sec24C-like
LOC111132966,52,GO:0019886,0.00367,dynactin subunit 1-like
LOC111115046,50,GO:0019886,0.00367,kinesin-like protein KIF23
LOC111129365,56,GO:0032465,0.00384,baculoviral IAP repeat-containing protein 6-like
LOC111137330,50,GO:0032465,0.00384,aurora kinase A-like
LOC111135071,-54,GO:0032465,0.00384,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-51,GO:0032465,0.00384,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-52,GO:0032465,0.00384,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-53,GO:0032465,0.00384,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-58,GO:0032465,0.00384,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-64,GO:0032465,0.00384,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111122940,54,GO:1901673,0.00387,rho family-interacting cell polarization regulator 2-like
LOC111118796,-52,GO:1901673,0.00387,nucleoprotein TPR-like
LOC111131413,57,GO:1901673,0.00387,centriole
LOC111135863,-70,GO:1901673,0.00387,hemocyte protein-glutamine gamma-glutamyltransferase-like
LOC111122940,54,GO:2000114,0.00387,rho family-interacting cell polarization regulator 2-like
LOC111119689,71,GO:2000114,0.00387,rapamycin-insensitive companion of mTOR-like
LOC111119689,50,GO:2000114,0.00387,rapamycin-insensitive companion of mTOR-like
LOC111119689,-73,GO:2000114,0.00387,rapamycin-insensitive companion of mTOR-like
LOC111119269,56,GO:2000114,0.00387,guanine nucleotide-binding protein subunit beta-2-like 1
LOC111137242,53,GO:2000114,0.00387,shootin-1-like
LOC111120680,50,GO:0030036,0.00394,dual specificity testis-specific protein kinase 2-like
LOC111122666,69,GO:0030036,0.00394,uncharacterized LOC111122666
LOC111122666,-62,GO:0030036,0.00394,uncharacterized LOC111122666
LOC111122535,-56,GO:0030036,0.00394,protein SDA1 homolog
LOC111122535,-59,GO:0030036,0.00394,protein SDA1 homolog
LOC111122535,-54,GO:0030036,0.00394,protein SDA1 homolog
LOC111124894,54,GO:0030036,0.00394,rho guanine nucleotide exchange factor 17-like
LOC111135247,-54,GO:0030036,0.00394,protein spire homolog 1-like
LOC111135247,-67,GO:0030036,0.00394,protein spire homolog 1-like
LOC111134024,-51,GO:0030036,0.00394,metastasis suppressor protein 1-like
LOC111135949,-53,GO:0030036,0.00394,neurofibromin-like
LOC111137702,53,GO:0030036,0.00394,filamin-C-like
LOC111135275,52,GO:0030036,0.00394,angiomotin-like
LOC111135275,-51,GO:0030036,0.00394,angiomotin-like
LOC111100441,61,GO:0030036,0.00394,uncharacterized LOC111100441
LOC111108143,-61,GO:0030036,0.00394,FYVE
LOC111108124,58,GO:0030036,0.00394,IQ motif and SEC7 domain-containing protein 2-like
LOC111109250,-60,GO:0030036,0.00394,uncharacterized LOC111109250
LOC111109250,-57,GO:0030036,0.00394,uncharacterized LOC111109250
LOC111109250,-51,GO:0030036,0.00394,uncharacterized LOC111109250
LOC111109250,-50,GO:0030036,0.00394,uncharacterized LOC111109250
LOC111109250,-52,GO:0030036,0.00394,uncharacterized LOC111109250
LOC111109250,-56,GO:0030036,0.00394,uncharacterized LOC111109250
LOC111107105,53,GO:0030036,0.00394,uncharacterized LOC111107105
LOC111107105,50,GO:0030036,0.00394,uncharacterized LOC111107105
LOC111107105,55,GO:0030036,0.00394,uncharacterized LOC111107105
LOC111107105,-54,GO:0030036,0.00394,uncharacterized LOC111107105
LOC111107105,-60,GO:0030036,0.00394,uncharacterized LOC111107105
LOC111107105,82,GO:0030036,0.00394,uncharacterized LOC111107105
LOC111107307,53,GO:0030036,0.00394,FYVE
LOC111121323,-50,GO:0051234,0.00400,uncharacterized LOC111121323
LOC111121323,53,GO:0051234,0.00400,uncharacterized LOC111121323
LOC111121323,52,GO:0051234,0.00400,uncharacterized LOC111121323
LOC111129524,50,GO:0048536,0.00414,endoribonuclease Dicer-like
LOC111131267,51,GO:0048536,0.00414,serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma-like
LOC111133065,-50,GO:0048536,0.00414,uncharacterized LOC111133065
LOC111136739,55,GO:0048536,0.00414,uncharacterized LOC111136739
LOC111132479,51,GO:0048536,0.00414,uncharacterized LOC111132479
LOC111118850,-67,GO:0006895,0.00450,serine/arginine repetitive matrix protein 2-like
LOC111121916,57,GO:0006895,0.00450,kelch-like protein 3
LOC111103322,-50,GO:0006895,0.00450,protein dopey-1-like
LOC111103322,-51,GO:0006895,0.00450,protein dopey-1-like
LOC111110125,-50,GO:0006895,0.00450,protein MON2 homolog
LOC111110125,-54,GO:0006895,0.00450,protein MON2 homolog
LOC111110125,61,GO:0006895,0.00450,protein MON2 homolog
LOC111110125,-53,GO:0006895,0.00450,protein MON2 homolog
LOC111107856,60,GO:0006895,0.00450,protein MON2 homolog
LOC111117970,-65,GO:0021955,0.00450,focal adhesion kinase 1-like
LOC111117970,-50,GO:0021955,0.00450,focal adhesion kinase 1-like
LOC111127118,-52,GO:0006367,0.00488,nuclear receptor ROR-beta-like
LOC111119151,54,GO:0006367,0.00488,general transcription factor IIF subunit 1-like
LOC111119151,62,GO:0006367,0.00488,general transcription factor IIF subunit 1-like
LOC111119151,59,GO:0006367,0.00488,general transcription factor IIF subunit 1-like
LOC111119225,-63,GO:0006367,0.00488,uncharacterized LOC111119225
LOC111128989,52,GO:0006367,0.00488,uncharacterized LOC111128989
LOC111136991,-58,GO:0006367,0.00488,DNA-directed RNA polymerase II subunit RPB2-like
LOC111136987,-58,GO:0006367,0.00488,DNA-directed RNA polymerase II subunit RPB2
LOC111101884,50,GO:0006367,0.00488,TFIIH basal transcription factor complex helicase XPB subunit-like
LOC111107409,60,GO:0006367,0.00488,orphan steroid hormone receptor 2-like
LOC111134795,-58,GO:0045132,0.00488,condensin complex subunit 2-like
LOC111106719,-52,GO:0007409,0.00494,uncharacterized LOC111106719
LOC111136649,50,GO:0007409,0.00494,neuroglian-like
LOC111121701,-52,GO:0007409,0.00494,putative ankyrin repeat protein RF_0381
LOC111118089,53,GO:0007409,0.00494,elongator complex protein 3
LOC111118817,55,GO:0007409,0.00494,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like
LOC111124521,53,GO:0007409,0.00494,tyrosine-protein kinase Abl-like
LOC111123804,-57,GO:0007409,0.00494,NTF2-related export protein 2-like
LOC111123804,-52,GO:0007409,0.00494,NTF2-related export protein 2-like
LOC111123804,-70,GO:0007409,0.00494,NTF2-related export protein 2-like
LOC111137242,53,GO:0007409,0.00494,shootin-1-like
LOC111101238,57,GO:0007409,0.00494,tankyrase-1-like
LOC111110204,56,GO:0007409,0.00494,optineurin-like
LOC111120903,53,GO:0045732,0.00501,vacuolar protein sorting-associated protein 28 homolog
LOC111126055,-55,GO:0045732,0.00501,low-density lipoprotein receptor-related protein 1-like
LOC111099965,53,GO:0045732,0.00501,low-density lipoprotein receptor-related protein 8-like
LOC111135335,-50,GO:0045019,0.00507,WD repeat-containing protein 35-like
LOC111100403,53,GO:0045019,0.00507,uncharacterized LOC111100403
LOC111100403,61,GO:0045019,0.00507,uncharacterized LOC111100403
LOC111100406,61,GO:0045019,0.00507,uncharacterized LOC111100406
LOC111100426,52,GO:0045019,0.00507,far upstream element-binding protein 3-like
LOC111100426,50,GO:0045019,0.00507,far upstream element-binding protein 3-like
LOC111133898,-66,GO:0051299,0.00507,uncharacterized LOC111133898
LOC111119462,-61,GO:0006810,0.00507,uncharacterized LOC111119462
LOC111119830,53,GO:0006810,0.00507,ATP-binding cassette sub-family A member 3-like
LOC111120513,65,GO:0006810,0.00507,rab11 family-interacting protein 4B-like
LOC111120513,72,GO:0006810,0.00507,rab11 family-interacting protein 4B-like
LOC111120513,66,GO:0006810,0.00507,rab11 family-interacting protein 4B-like
LOC111128585,69,GO:0006810,0.00507,probable E3 ubiquitin-protein ligase HERC1
LOC111130028,63,GO:0006810,0.00507,major facilitator superfamily domain-containing protein 12-like
LOC111132307,-52,GO:0006810,0.00507,uncharacterized LOC111132307
LOC111137130,-52,GO:0006810,0.00507,cyclic nucleotide-gated cation channel beta-1-like
LOC111137130,-53,GO:0006810,0.00507,cyclic nucleotide-gated cation channel beta-1-like
LOC111100311,-71,GO:0006810,0.00507,poly [ADP-ribose] polymerase 4-like
LOC111100311,85,GO:0006810,0.00507,poly [ADP-ribose] polymerase 4-like
LOC111099748,51,GO:0006810,0.00507,multidrug resistance-associated protein 5-like
LOC111099748,-56,GO:0006810,0.00507,multidrug resistance-associated protein 5-like
LOC111108086,54,GO:0006810,0.00507,plasma membrane calcium-transporting ATPase 2-like
LOC111111058,-60,GO:0006810,0.00507,unconventional myosin-Va-like
LOC111111058,61,GO:0006810,0.00507,unconventional myosin-Va-like
LOC111111058,50,GO:0006810,0.00507,unconventional myosin-Va-like
LOC111110863,62,GO:0006810,0.00507,multidrug resistance protein 1-like
LOC111110863,51,GO:0006810,0.00507,multidrug resistance protein 1-like
LOC111119175,54,GO:0045995,0.00509,laminin subunit alpha-like
LOC111119382,51,GO:0045995,0.00509,nipped-B-like protein
LOC111119382,62,GO:0045995,0.00509,nipped-B-like protein
LOC111131413,57,GO:0045995,0.00509,centriole
LOC111127118,-52,GO:0006809,0.00521,nuclear receptor ROR-beta-like
LOC111128989,52,GO:0006809,0.00521,uncharacterized LOC111128989
LOC111113238,-55,GO:0008283,0.00521,protein scribble homolog
LOC111113238,53,GO:0008283,0.00521,protein scribble homolog
LOC111135381,52,GO:0008283,0.00521,NGFI-A-binding protein homolog
LOC111099197,-54,GO:0008283,0.00521,CDK5 regulatory subunit-associated protein 3-like
LOC111121674,-51,GO:0008283,0.00521,N-alpha-acetyltransferase 60-like
LOC111120878,68,GO:0008283,0.00521,histone-binding protein N1/N2-like
LOC111120878,56,GO:0008283,0.00521,histone-binding protein N1/N2-like
LOC111118850,-67,GO:0008283,0.00521,serine/arginine repetitive matrix protein 2-like
LOC111122360,-58,GO:0008283,0.00521,inactive rhomboid protein 1-like
LOC111120390,51,GO:0008283,0.00521,annexin A4-like
LOC111120559,-56,GO:0008283,0.00521,annexin A7-like
LOC111126580,-50,GO:0008283,0.00521,annexin A4-like
LOC111126580,-63,GO:0008283,0.00521,annexin A4-like
LOC111126055,-55,GO:0008283,0.00521,low-density lipoprotein receptor-related protein 1-like
LOC111130938,52,GO:0008283,0.00521,ALK tyrosine kinase receptor-like
LOC111129524,50,GO:0008283,0.00521,endoribonuclease Dicer-like
LOC111135439,59,GO:0008283,0.00521,biotin--protein ligase-like
LOC111136056,55,GO:0008283,0.00521,golgin-45-like
LOC111136056,57,GO:0008283,0.00521,golgin-45-like
LOC111134993,64,GO:0008283,0.00521,transforming acidic coiled-coil-containing protein 1-like
LOC111134993,74,GO:0008283,0.00521,transforming acidic coiled-coil-containing protein 1-like
LOC111103817,52,GO:0008283,0.00521,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103817,-58,GO:0008283,0.00521,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103787,61,GO:0008283,0.00521,cullin-5-like
LOC111117050,51,GO:0000086,0.00534,serine/threonine-protein kinase greatwall-like
LOC111124747,66,GO:0000086,0.00534,centrosomal protein of 164 kDa-like
LOC111124747,58,GO:0000086,0.00534,centrosomal protein of 164 kDa-like
LOC111125942,-57,GO:0000086,0.00534,centriolin-like
LOC111137330,50,GO:0000086,0.00534,aurora kinase A-like
LOC111137056,74,GO:0000086,0.00534,HAUS augmin-like complex subunit 4
LOC111135857,52,GO:0000086,0.00534,F-box/WD repeat-containing protein 1A-like
LOC111137510,54,GO:0000086,0.00534,protein SFI1 homolog
LOC111132966,52,GO:0000086,0.00534,dynactin subunit 1-like
LOC111105527,50,GO:0000086,0.00534,tRNA wybutosine-synthesizing protein 5-like
LOC111113273,-52,GO:0000086,0.00534,centrosomal protein of 78 kDa-like
LOC111112099,50,GO:0000086,0.00534,A-kinase anchor protein 9-like
LOC111112099,61,GO:0000086,0.00534,A-kinase anchor protein 9-like
LOC111112099,59,GO:0000086,0.00534,A-kinase anchor protein 9-like
LOC111110863,62,GO:0000086,0.00534,multidrug resistance protein 1-like
LOC111110863,51,GO:0000086,0.00534,multidrug resistance protein 1-like
LOC111119269,56,GO:0051302,0.00536,guanine nucleotide-binding protein subunit beta-2-like 1
LOC111121674,-51,GO:0017196,0.00546,N-alpha-acetyltransferase 60-like
LOC111121267,-56,GO:0017196,0.00546,N-alpha-acetyltransferase 25
LOC111131729,-50,GO:0017196,0.00546,N-alpha-acetyltransferase 20-like
LOC111125905,-61,GO:0035459,0.00546,kinesin-like protein KIF13B
LOC111125905,-70,GO:0035459,0.00546,kinesin-like protein KIF13B
LOC111125905,73,GO:0035459,0.00546,kinesin-like protein KIF13B
LOC111125905,53,GO:0035459,0.00546,kinesin-like protein KIF13B
LOC111125905,-53,GO:0035459,0.00546,kinesin-like protein KIF13B
LOC111125959,-53,GO:0035459,0.00546,uncharacterized LOC111125959
LOC111112620,52,GO:0048499,0.00546,centrosome and spindle pole-associated protein 1-like
LOC111124026,65,GO:0048499,0.00546,teneurin-m-like
LOC111124026,-50,GO:0048499,0.00546,teneurin-m-like
LOC111107722,54,GO:0048499,0.00546,uncharacterized LOC111107722
LOC111130120,54,GO:0090659,0.00546,spatacsin-like
LOC111124603,-52,GO:0006508,0.00556,calpain-9-like
LOC111121630,-59,GO:0006508,0.00556,programmed cell death protein 6-like
LOC111122360,-58,GO:0006508,0.00556,inactive rhomboid protein 1-like
LOC111125491,50,GO:0006508,0.00556,caspase-8-like
LOC111126408,-59,GO:0006508,0.00556,beta-secretase 1-like
LOC111125883,-52,GO:0006508,0.00556,calpain-15-like
LOC111129870,-50,GO:0006508,0.00556,ATP-dependent Clp protease ATP-binding subunit ClpX-like
LOC111129870,51,GO:0006508,0.00556,ATP-dependent Clp protease ATP-binding subunit ClpX-like
LOC111133509,52,GO:0006508,0.00556,calpain-5-like
LOC111134238,68,GO:0006508,0.00556,puromycin-sensitive aminopeptidase-like
LOC111099446,53,GO:0006508,0.00556,putative serine protease K12H4.7
LOC111104629,-51,GO:0006508,0.00556,androglobin-like
LOC111104629,-52,GO:0006508,0.00556,androglobin-like
LOC111104629,-54,GO:0006508,0.00556,androglobin-like
LOC111111251,-50,GO:0006508,0.00556,uncharacterized LOC111111251
LOC111136882,60,GO:0008152,0.00561,isochorismatase domain-containing protein 2-like
LOC111103072,-50,GO:0008152,0.00561,enoyl-CoA hydratase domain-containing protein 3
LOC111121118,-50,GO:0008152,0.00561,lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
LOC111102779,-64,GO:0008152,0.00561,uncharacterized LOC111102779
LOC111121059,-57,GO:0006283,0.00565,DNA repair endonuclease XPF-like
LOC111118834,53,GO:0006283,0.00565,ubiquitin carboxyl-terminal hydrolase 7-like
LOC111118834,59,GO:0006283,0.00565,ubiquitin carboxyl-terminal hydrolase 7-like
LOC111118382,58,GO:0006283,0.00565,COP9 signalosome complex subunit 3-like
LOC111136991,-58,GO:0006283,0.00565,DNA-directed RNA polymerase II subunit RPB2-like
LOC111136987,-58,GO:0006283,0.00565,DNA-directed RNA polymerase II subunit RPB2
LOC111101884,50,GO:0006283,0.00565,TFIIH basal transcription factor complex helicase XPB subunit-like
LOC111118568,59,GO:0060236,0.00565,polycystin-1-like
LOC111132966,52,GO:0060236,0.00565,dynactin subunit 1-like
LOC111130696,-50,GO:0030326,0.00612,fibrillin-2-like
LOC111119698,50,GO:0030326,0.00612,extracellular matrix protein FRAS1-like
LOC111119698,-73,GO:0030326,0.00612,extracellular matrix protein FRAS1-like
LOC111119697,51,GO:0030326,0.00612,extracellular matrix protein FRAS1-like
LOC111119697,65,GO:0030326,0.00612,extracellular matrix protein FRAS1-like
LOC111123125,56,GO:0030326,0.00612,multiple epidermal growth factor-like domains protein 8
LOC111126641,52,GO:0030326,0.00612,low-density lipoprotein receptor-related protein 2-like
LOC111129524,50,GO:0030326,0.00612,endoribonuclease Dicer-like
LOC111133472,-52,GO:0030326,0.00612,tumor protein 63-like
LOC111130870,50,GO:0045944,0.00623,probable ATP-dependent RNA helicase DHX58
LOC111123818,-51,GO:0045944,0.00623,protein argonaute-2-like
LOC111123818,65,GO:0045944,0.00623,protein argonaute-2-like
LOC111130344,51,GO:0045944,0.00623,nuclear factor erythroid 2-related factor 2-like
LOC111129431,50,GO:0045944,0.00623,solute carrier family 40 member 1-like
LOC111102833,-52,GO:0045944,0.00623,zinc finger E-box-binding homeobox 1-like
LOC111110677,-57,GO:0045944,0.00623,homeodomain-interacting protein kinase 2-like
LOC111127118,-52,GO:0045944,0.00623,nuclear receptor ROR-beta-like
LOC111099197,-54,GO:0045944,0.00623,CDK5 regulatory subunit-associated protein 3-like
LOC111110360,51,GO:0045944,0.00623,smoothened homolog
LOC111132097,-69,GO:0045944,0.00623,LIM domain only protein 3-like
LOC111132097,-52,GO:0045944,0.00623,LIM domain only protein 3-like
LOC111135499,50,GO:0045944,0.00623,pre-mRNA-processing factor 6-like
LOC111120947,66,GO:0045944,0.00623,inhibitor of nuclear factor kappa-B kinase subunit alpha-like
LOC111118300,-58,GO:0045944,0.00623,histone acetyltransferase KAT6B-like
LOC111120511,-57,GO:0045944,0.00623,transcription initiation factor TFIID subunit 2-like
LOC111119382,51,GO:0045944,0.00623,nipped-B-like protein
LOC111119382,62,GO:0045944,0.00623,nipped-B-like protein
LOC111118832,-51,GO:0045944,0.00623,zinc finger protein GLIS3-like
LOC111118568,59,GO:0045944,0.00623,polycystin-1-like
LOC111119225,-63,GO:0045944,0.00623,uncharacterized LOC111119225
LOC111121850,56,GO:0045944,0.00623,MKL/myocardin-like protein 2
LOC111120077,-54,GO:0045944,0.00623,TNFAIP3-interacting protein 1-like
LOC111121273,-52,GO:0045944,0.00623,helicase with zinc finger domain 2-like
LOC111121273,-67,GO:0045944,0.00623,helicase with zinc finger domain 2-like
LOC111121273,52,GO:0045944,0.00623,helicase with zinc finger domain 2-like
LOC111121273,56,GO:0045944,0.00623,helicase with zinc finger domain 2-like
LOC111123833,53,GO:0045944,0.00623,uncharacterized LOC111123833
LOC111123833,-52,GO:0045944,0.00623,uncharacterized LOC111123833
LOC111126911,54,GO:0045944,0.00623,ETS translocation variant 5-like
LOC111128477,59,GO:0045944,0.00623,uncharacterized LOC111128477
LOC111128477,52,GO:0045944,0.00623,uncharacterized LOC111128477
LOC111129524,50,GO:0045944,0.00623,endoribonuclease Dicer-like
LOC111131058,54,GO:0045944,0.00623,cyclin-K-like
LOC111128989,52,GO:0045944,0.00623,uncharacterized LOC111128989
LOC111131704,-62,GO:0045944,0.00623,dual specificity mitogen-activated protein kinase kinase 5-like
LOC111129369,51,GO:0045944,0.00623,protein trachealess-like
LOC111128383,56,GO:0045944,0.00623,CREB-regulated transcription coactivator 1-like
LOC111133065,-50,GO:0045944,0.00623,uncharacterized LOC111133065
LOC111132939,-50,GO:0045944,0.00623,agrin-like
LOC111132939,-51,GO:0045944,0.00623,agrin-like
LOC111136943,-52,GO:0045944,0.00623,interferon regulatory factor 8-like
LOC111133472,-52,GO:0045944,0.00623,tumor protein 63-like
LOC111136924,-50,GO:0045944,0.00623,chromodomain-helicase-DNA-binding protein 8-like
LOC111136924,60,GO:0045944,0.00623,chromodomain-helicase-DNA-binding protein 8-like
LOC111136739,55,GO:0045944,0.00623,uncharacterized LOC111136739
LOC111136050,61,GO:0045944,0.00623,histone acetyltransferase KAT7-like
LOC111136050,55,GO:0045944,0.00623,histone acetyltransferase KAT7-like
LOC111136050,56,GO:0045944,0.00623,histone acetyltransferase KAT7-like
LOC111134995,54,GO:0045944,0.00623,tankyrase-1-like
LOC111134944,64,GO:0045944,0.00623,transcription factor RFX4-like
LOC111136509,54,GO:0045944,0.00623,proline-
LOC111133129,59,GO:0045944,0.00623,transcription initiation factor TFIID subunit 9B-like
LOC111100344,-50,GO:0045944,0.00623,unconventional myosin-VI-like
LOC111100403,53,GO:0045944,0.00623,uncharacterized LOC111100403
LOC111100403,61,GO:0045944,0.00623,uncharacterized LOC111100403
LOC111100406,61,GO:0045944,0.00623,uncharacterized LOC111100406
LOC111101884,50,GO:0045944,0.00623,TFIIH basal transcription factor complex helicase XPB subunit-like
LOC111104374,53,GO:0045944,0.00623,transcription factor E2F7-like
LOC111104779,-54,GO:0045944,0.00623,uncharacterized LOC111104779
LOC111107409,60,GO:0045944,0.00623,orphan steroid hormone receptor 2-like
LOC111112664,-51,GO:0045944,0.00623,probable helicase senataxin
LOC111111633,-51,GO:0045944,0.00623,NAD-dependent protein deacetylase sirtuin-2-like
LOC111115487,55,GO:0045944,0.00623,serine/threonine-protein kinase 16-like
LOC111115356,54,GO:0045944,0.00623,breast cancer type 1 susceptibility protein homolog
LOC111115356,-50,GO:0045944,0.00623,breast cancer type 1 susceptibility protein homolog
LOC111115356,52,GO:0045944,0.00623,breast cancer type 1 susceptibility protein homolog
LOC111123891,53,GO:0016579,0.00647,lysine-specific histone demethylase 1B-like
LOC111132215,51,GO:0016579,0.00647,deubiquitinating protein VCIP135-like
LOC111132215,-52,GO:0016579,0.00647,deubiquitinating protein VCIP135-like
LOC111132215,57,GO:0016579,0.00647,deubiquitinating protein VCIP135-like
LOC111133491,55,GO:0016579,0.00647,OTU domain-containing protein 7A-like
LOC111133491,-57,GO:0016579,0.00647,OTU domain-containing protein 7A-like
LOC111119493,54,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase 24-like
LOC111119194,-59,GO:0016579,0.00647,uncharacterized protein DDB_G0283357-like
LOC111118834,53,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase 7-like
LOC111118834,59,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase 7-like
LOC111120077,-54,GO:0016579,0.00647,TNFAIP3-interacting protein 1-like
LOC111124169,55,GO:0016579,0.00647,uncharacterized LOC111124169
LOC111123841,64,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase isozyme L5-like
