gene_name,difference,females_controls_max_transcript_counts,females_exposed_max_transcript_counts,GO,p.value,product
LOC111111611,-1,2,1,GO:0034109,7.1e-10,uncharacterized LOC111111611
LOC111111750,-5,6,1,GO:0034109,7.1e-10,uncharacterized LOC111111750
LOC111112062,-1,2,1,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111112063,-1,2,1,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111112065,-1,2,1,GO:0034109,7.1e-10,neurogenic locus protein delta-like
LOC111112167,-1,1,0,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111112168,-1,4,3,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111112175,-2,3,1,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 11
LOC111112272,-1,2,1,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0034109,7.1e-10,protein draper-like
LOC111112376,-1,1,0,GO:0034109,7.1e-10,protein draper-like
LOC111112512,-1,1,0,GO:0034109,7.1e-10,uncharacterized LOC111112512
LOC111112650,-1,2,1,GO:0034109,7.1e-10,opioid-binding protein/cell adhesion molecule-like
LOC111112687,-1,2,1,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111112827,-1,2,1,GO:0034109,7.1e-10,protein draper-like
LOC111113020,-2,12,10,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111113084,-2,3,1,GO:0034109,7.1e-10,protein draper-like
LOC111113175,-1,14,13,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 6
LOC111113184,-1,1,0,GO:0034109,7.1e-10,protein draper-like
LOC111113459,-1,1,0,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 11
LOC111113765,-1,1,0,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 6
LOC111114365,-1,1,0,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 11
LOC111114434,-1,1,0,GO:0034109,7.1e-10,scavenger receptor class F member 1-like
LOC111114650,-1,3,2,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111116048,-1,1,0,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111116752,-3,6,3,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111117512,-1,2,1,GO:0034109,7.1e-10,uncharacterized LOC111117512
LOC111117668,-1,2,1,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111120635,-1,2,1,GO:0034109,7.1e-10,uncharacterized LOC111120635
LOC111126409,-2,4,2,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 10
LOC111126649,-1,2,1,GO:0034109,7.1e-10,uncharacterized LOC111126649
LOC111133236,-1,1,0,GO:0034109,7.1e-10,uncharacterized LOC111133236
LOC111133416,-1,1,0,GO:0034109,7.1e-10,multiple epidermal growth factor-like domains protein 11
LOC111133545,-1,2,1,GO:0034109,7.1e-10,neural cell adhesion molecule L1-like
LOC111102569,-1,2,1,GO:0055001,7.9e-10,uncharacterized LOC111102569
LOC111105549,-2,3,1,GO:0055001,7.9e-10,uncharacterized LOC111105549
LOC111107004,-1,1,0,GO:0055001,7.9e-10,uncharacterized LOC111107004
LOC111111131,-1,3,2,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 6
LOC111111147,-1,1,0,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112062,-1,2,1,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112063,-1,2,1,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112065,-1,2,1,GO:0055001,7.9e-10,neurogenic locus protein delta-like
LOC111112168,-1,4,3,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112175,-2,3,1,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 11
LOC111112272,-1,2,1,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0055001,7.9e-10,protein draper-like
LOC111112376,-1,1,0,GO:0055001,7.9e-10,protein draper-like
LOC111112687,-1,2,1,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112827,-1,2,1,GO:0055001,7.9e-10,protein draper-like
LOC111113020,-2,12,10,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111113184,-1,1,0,GO:0055001,7.9e-10,protein draper-like
LOC111113540,-1,1,0,GO:0055001,7.9e-10,uncharacterized LOC111113540
LOC111114434,-1,1,0,GO:0055001,7.9e-10,scavenger receptor class F member 1-like
LOC111114650,-1,3,2,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111116752,-3,6,3,GO:0055001,7.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111133236,-1,1,0,GO:0055001,7.9e-10,uncharacterized LOC111133236
NA,NA,NA,NA,GO:0060538,8.7e-10,NA
LOC111100787,-1,1,0,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111101850,-1,4,3,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111102569,-1,2,1,GO:0014841,9.9e-10,uncharacterized LOC111102569
LOC111104243,-1,2,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111104923,-1,1,0,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111105404,-2,3,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111105549,-2,3,1,GO:0014841,9.9e-10,uncharacterized LOC111105549
LOC111106374,-1,1,0,GO:0014841,9.9e-10,uncharacterized LOC111106374
LOC111107004,-1,1,0,GO:0014841,9.9e-10,uncharacterized LOC111107004
LOC111108073,-1,1,0,GO:0014841,9.9e-10,uncharacterized LOC111108073
LOC111111131,-1,3,2,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 6
LOC111111147,-1,1,0,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111111950,-1,2,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112062,-1,2,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112063,-1,2,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112065,-1,2,1,GO:0014841,9.9e-10,neurogenic locus protein delta-like
LOC111112168,-1,4,3,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112175,-2,3,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 11
LOC111112272,-1,2,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0014841,9.9e-10,protein draper-like
LOC111112376,-1,1,0,GO:0014841,9.9e-10,protein draper-like
LOC111112687,-1,2,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111112827,-1,2,1,GO:0014841,9.9e-10,protein draper-like
LOC111112902,-1,2,1,GO:0014841,9.9e-10,uncharacterized LOC111112902
LOC111113020,-2,12,10,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111113184,-1,1,0,GO:0014841,9.9e-10,protein draper-like
LOC111113842,-1,1,0,GO:0014841,9.9e-10,uncharacterized LOC111113842
LOC111114434,-1,1,0,GO:0014841,9.9e-10,scavenger receptor class F member 1-like
LOC111114650,-1,3,2,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111114844,-1,2,1,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111116622,-1,3,2,GO:0014841,9.9e-10,protein draper-like
LOC111116752,-3,6,3,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111117346,-2,3,1,GO:0014841,9.9e-10,protein draper-like
LOC111117755,-2,7,5,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111126409,-2,4,2,GO:0014841,9.9e-10,multiple epidermal growth factor-like domains protein 10
LOC111133236,-1,1,0,GO:0014841,9.9e-10,uncharacterized LOC111133236
LOC111128979,-1,11,10,GO:0042692,1.1e-09,nesprin-1-like
LOC111100787,-1,1,0,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111101850,-1,4,3,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111102569,-1,2,1,GO:0014719,2.0e-09,uncharacterized LOC111102569
LOC111104243,-1,2,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111104923,-1,1,0,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111105404,-2,3,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111105549,-2,3,1,GO:0014719,2.0e-09,uncharacterized LOC111105549
LOC111106374,-1,1,0,GO:0014719,2.0e-09,uncharacterized LOC111106374
LOC111107004,-1,1,0,GO:0014719,2.0e-09,uncharacterized LOC111107004
LOC111108073,-1,1,0,GO:0014719,2.0e-09,uncharacterized LOC111108073
LOC111111131,-1,3,2,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 6
LOC111111147,-1,1,0,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111111950,-1,2,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111112062,-1,2,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111112063,-1,2,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111112065,-1,2,1,GO:0014719,2.0e-09,neurogenic locus protein delta-like
LOC111112168,-1,4,3,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111112175,-2,3,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 11
LOC111112272,-1,2,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0014719,2.0e-09,protein draper-like
LOC111112376,-1,1,0,GO:0014719,2.0e-09,protein draper-like
LOC111112687,-1,2,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111112827,-1,2,1,GO:0014719,2.0e-09,protein draper-like
LOC111112902,-1,2,1,GO:0014719,2.0e-09,uncharacterized LOC111112902
LOC111113020,-2,12,10,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111113184,-1,1,0,GO:0014719,2.0e-09,protein draper-like
LOC111113842,-1,1,0,GO:0014719,2.0e-09,uncharacterized LOC111113842
LOC111114434,-1,1,0,GO:0014719,2.0e-09,scavenger receptor class F member 1-like
LOC111114650,-1,3,2,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111114844,-1,2,1,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111116622,-1,3,2,GO:0014719,2.0e-09,protein draper-like
LOC111116752,-3,6,3,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111117346,-2,3,1,GO:0014719,2.0e-09,protein draper-like
LOC111117755,-2,7,5,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111126409,-2,4,2,GO:0014719,2.0e-09,multiple epidermal growth factor-like domains protein 10
LOC111133236,-1,1,0,GO:0014719,2.0e-09,uncharacterized LOC111133236
NA,NA,NA,NA,GO:0014856,2.1e-09,NA
LOC111100787,-1,1,0,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111101850,-1,4,3,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111102569,-1,2,1,GO:0014816,2.7e-09,uncharacterized LOC111102569
LOC111104243,-1,2,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111104923,-1,1,0,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111105404,-2,3,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111105549,-2,3,1,GO:0014816,2.7e-09,uncharacterized LOC111105549
LOC111106374,-1,1,0,GO:0014816,2.7e-09,uncharacterized LOC111106374
LOC111107004,-1,1,0,GO:0014816,2.7e-09,uncharacterized LOC111107004
LOC111108073,-1,1,0,GO:0014816,2.7e-09,uncharacterized LOC111108073
LOC111111131,-1,3,2,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 6
LOC111111147,-1,1,0,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111111950,-1,2,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111112062,-1,2,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111112063,-1,2,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111112065,-1,2,1,GO:0014816,2.7e-09,neurogenic locus protein delta-like
LOC111112168,-1,4,3,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111112175,-2,3,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 11
LOC111112272,-1,2,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0014816,2.7e-09,protein draper-like
LOC111112376,-1,1,0,GO:0014816,2.7e-09,protein draper-like
LOC111112687,-1,2,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111112827,-1,2,1,GO:0014816,2.7e-09,protein draper-like
LOC111112902,-1,2,1,GO:0014816,2.7e-09,uncharacterized LOC111112902
LOC111113020,-2,12,10,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111113184,-1,1,0,GO:0014816,2.7e-09,protein draper-like
LOC111113842,-1,1,0,GO:0014816,2.7e-09,uncharacterized LOC111113842
LOC111114434,-1,1,0,GO:0014816,2.7e-09,scavenger receptor class F member 1-like
LOC111114650,-1,3,2,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111114844,-1,2,1,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111116622,-1,3,2,GO:0014816,2.7e-09,protein draper-like
LOC111116752,-3,6,3,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111117346,-2,3,1,GO:0014816,2.7e-09,protein draper-like
LOC111117755,-2,7,5,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111126409,-2,4,2,GO:0014816,2.7e-09,multiple epidermal growth factor-like domains protein 10
LOC111133236,-1,1,0,GO:0014816,2.7e-09,uncharacterized LOC111133236
NA,NA,NA,NA,GO:0035914,2.7e-09,NA
LOC111099043,-1,2,1,GO:0006810,2.9e-09,cyclic nucleotide-gated channel rod photoreceptor subunit alpha-like
LOC111099995,-1,8,7,GO:0006810,2.9e-09,acetyl-CoA carboxylase-like
LOC111100579,-1,3,2,GO:0006810,2.9e-09,arf-GAP domain and FG repeat-containing protein 1-like
LOC111102148,-1,1,0,GO:0006810,2.9e-09,uncharacterized LOC111102148
LOC111103131,-1,2,1,GO:0006810,2.9e-09,uncharacterized LOC111103131
LOC111104540,-1,3,2,GO:0006810,2.9e-09,uncharacterized LOC111104540
LOC111106514,-1,3,2,GO:0006810,2.9e-09,uncharacterized LOC111106514
LOC111106606,-1,2,1,GO:0006810,2.9e-09,uncharacterized LOC111106606
LOC111108086,-2,24,22,GO:0006810,2.9e-09,plasma membrane calcium-transporting ATPase 2-like
LOC111109401,-1,2,1,GO:0006810,2.9e-09,uncharacterized LOC111109401
LOC111110863,-4,7,3,GO:0006810,2.9e-09,multidrug resistance protein 1-like
LOC111111058,-1,9,8,GO:0006810,2.9e-09,unconventional myosin-Va-like
LOC111112790,-1,3,2,GO:0006810,2.9e-09,protein white-like
LOC111114221,-1,1,0,GO:0006810,2.9e-09,uncharacterized LOC111114221
LOC111114320,-1,1,0,GO:0006810,2.9e-09,uncharacterized LOC111114320
LOC111114437,-1,1,0,GO:0006810,2.9e-09,uncharacterized LOC111114437
LOC111115025,-2,2,0,GO:0006810,2.9e-09,uncharacterized LOC111115025
LOC111119783,-1,2,1,GO:0006810,2.9e-09,choline transporter-like protein 1
LOC111124468,-1,3,2,GO:0006810,2.9e-09,calcium-activated chloride channel regulator 4-like
LOC111125204,-1,5,4,GO:0006810,2.9e-09,choline transporter-like protein 2
LOC111125347,-1,5,4,GO:0006810,2.9e-09,myosin-7-like
LOC111126257,-1,3,2,GO:0006810,2.9e-09,sodium- and chloride-dependent glycine transporter 2-like
LOC111130021,-1,3,2,GO:0006810,2.9e-09,Golgi resident protein GCP60-like
LOC111130338,-1,9,8,GO:0006810,2.9e-09,uncharacterized LOC111130338
LOC111132848,-1,4,3,GO:0006810,2.9e-09,uncharacterized LOC111132848
LOC111135171,-3,26,23,GO:0006810,2.9e-09,CAP-Gly domain-containing linker protein 1-like
LOC111137788,-1,1,0,GO:0006810,2.9e-09,uncharacterized LOC111137788
LOC111117316,-1,2,1,GO:0050793,4.3e-09,fibropellin-1-like
LOC111138403,-1,5,4,GO:0050793,4.3e-09,fibrillin-2-like
NA,NA,NA,NA,GO:0051234,5.6e-09,NA
LOC111122522,-2,4,2,GO:0050896,5.7e-09,uncharacterized LOC111122522
LOC111123147,-1,2,1,GO:0050896,5.7e-09,myosin-IIIa-like
LOC111123164,-1,2,1,GO:0050896,5.7e-09,coadhesin-like
LOC111123493,-1,8,7,GO:0050896,5.7e-09,myosin-IIIb-like
LOC111124682,-1,2,1,GO:0050896,5.7e-09,hemicentin-1-like
LOC111126251,-1,5,4,GO:0050896,5.7e-09,hemicentin-1-like
LOC111129267,-3,5,2,GO:0050896,5.7e-09,myosin-IIIb-like
LOC111129337,-1,3,2,GO:0050896,5.7e-09,myosin-IIIb-like
LOC111131430,-1,2,1,GO:0050896,5.7e-09,coadhesin-like
LOC111134633,-1,16,15,GO:0050896,5.7e-09,muscleblind-like protein 3
LOC111134775,-1,3,2,GO:0050896,5.7e-09,SCO-spondin-like
LOC111136803,-1,2,1,GO:0050896,5.7e-09,uncharacterized LOC111136803
NA,NA,NA,NA,GO:0050789,6.8e-09,NA
NA,NA,NA,NA,GO:0060537,6.8e-09,NA
LOC111106758,-1,1,0,GO:0007519,1.3e-08,uncharacterized LOC111106758
LOC111110319,-1,2,1,GO:0007519,1.3e-08,uncharacterized LOC111110319
LOC111115448,-1,1,0,GO:0007519,1.3e-08,caveolin-1-like
LOC111126993,-1,5,4,GO:0007519,1.3e-08,SH3 and cysteine-rich domain-containing protein 3-like
LOC111133393,-1,2,1,GO:0007519,1.3e-08,uncharacterized LOC111133393
LOC111137351,-2,3,1,GO:0007519,1.3e-08,E3 ubiquitin-protein ligase NEURL1-like
LOC111100277,-1,8,7,GO:0006897,1.3e-08,diacylglycerol kinase delta-like
LOC111100288,-1,5,4,GO:0006897,1.3e-08,unconventional myosin-VI-like
LOC111100344,-1,5,4,GO:0006897,1.3e-08,unconventional myosin-VI-like
LOC111101719,-1,1,0,GO:0006897,1.3e-08,uncharacterized LOC111101719
LOC111102372,-2,3,1,GO:0006897,1.3e-08,snaclec echicetin subunit beta-like
LOC111102377,-2,3,1,GO:0006897,1.3e-08,snaclec echicetin subunit beta-like
LOC111109646,-1,2,1,GO:0006897,1.3e-08,neuronal acetylcholine receptor subunit beta-2-like
LOC111110737,-1,1,0,GO:0006897,1.3e-08,perlucin-like protein
LOC111112620,-15,27,12,GO:0006897,1.3e-08,centrosome and spindle pole-associated protein 1-like
LOC111114827,-1,2,1,GO:0006897,1.3e-08,perlucin-like protein
LOC111116103,-1,2,1,GO:0006897,1.3e-08,macrophage mannose receptor 1-like
LOC111119030,-1,4,3,GO:0006897,1.3e-08,guanine nucleotide exchange C9orf72-like
LOC111119644,-1,4,3,GO:0006897,1.3e-08,Niemann-Pick C1 protein-like
LOC111120692,-1,3,2,GO:0006897,1.3e-08,Niemann-Pick C1 protein-like
LOC111123802,-2,14,12,GO:0006897,1.3e-08,formin-binding protein 1-like
LOC111124870,-1,2,1,GO:0006897,1.3e-08,low-density lipoprotein receptor-related protein 4-like
LOC111125219,-1,3,2,GO:0006897,1.3e-08,low-density lipoprotein receptor-related protein 4-like
LOC111125678,-2,2,0,GO:0006897,1.3e-08,low-density lipoprotein receptor-related protein 6-like
LOC111126248,-1,2,1,GO:0006897,1.3e-08,low-density lipoprotein receptor-related protein 4-like
LOC111127975,-1,7,6,GO:0006897,1.3e-08,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111128883,-2,18,16,GO:0006897,1.3e-08,casein kinase I-like
LOC111129899,-1,9,8,GO:0006897,1.3e-08,uncharacterized LOC111129899
LOC111130316,-1,3,2,GO:0006897,1.3e-08,uncharacterized LOC111130316
LOC111131872,-1,5,4,GO:0006897,1.3e-08,protein kinase C and casein kinase substrate in neurons protein 2-like
NA,NA,NA,NA,GO:0048731,1.5e-08,NA
NA,NA,NA,NA,GO:0051179,1.7e-08,NA
NA,NA,NA,NA,GO:0050794,1.8e-08,NA
LOC111120759,-4,13,9,GO:0048513,1.8e-08,uncharacterized LOC111120759
NA,NA,NA,NA,GO:0014855,1.9e-08,NA
LOC111099199,-1,2,1,GO:0007275,3.9e-08,uncharacterized LOC111099199
LOC111100277,-1,8,7,GO:0007275,3.9e-08,diacylglycerol kinase delta-like
LOC111100394,-1,2,1,GO:0007275,3.9e-08,uncharacterized LOC111100394
LOC111100579,-1,3,2,GO:0007275,3.9e-08,arf-GAP domain and FG repeat-containing protein 1-like
LOC111101603,-1,6,5,GO:0007275,3.9e-08,testicular haploid expressed gene protein-like
LOC111104117,-1,3,2,GO:0007275,3.9e-08,paired box protein Pax-6-like
LOC111105494,-1,4,3,GO:0007275,3.9e-08,baculoviral IAP repeat-containing protein 7-like
LOC111106238,-1,3,2,GO:0007275,3.9e-08,uncharacterized LOC111106238
LOC111106678,-1,2,1,GO:0007275,3.9e-08,protein rolling stone-like
LOC111107682,-1,3,2,GO:0007275,3.9e-08,spermatogenesis-associated protein 20-like
LOC111108116,-1,2,1,GO:0007275,3.9e-08,protein rolling stone-like
LOC111108381,-1,3,2,GO:0007275,3.9e-08,spermatogenesis-associated protein 20-like
LOC111108743,-1,4,3,GO:0007275,3.9e-08,protein rolling stone-like
LOC111110011,-1,2,1,GO:0007275,3.9e-08,uncharacterized LOC111110011
LOC111110798,-1,3,2,GO:0007275,3.9e-08,paired box protein Pax-6-like
LOC111110979,-1,9,8,GO:0007275,3.9e-08,transmembrane protein 198-like
LOC111112740,-1,2,1,GO:0007275,3.9e-08,uncharacterized LOC111112740
LOC111113540,-1,1,0,GO:0007275,3.9e-08,uncharacterized LOC111113540
LOC111116258,-1,2,1,GO:0007275,3.9e-08,uncharacterized LOC111116258
LOC111116869,-1,8,7,GO:0007275,3.9e-08,MYCBP-associated protein-like
LOC111117330,-1,11,10,GO:0007275,3.9e-08,protein couch potato-like
LOC111117902,-2,3,1,GO:0007275,3.9e-08,uncharacterized LOC111117902
LOC111119012,-3,5,2,GO:0007275,3.9e-08,uncharacterized LOC111119012
LOC111119800,-1,3,2,GO:0007275,3.9e-08,germ cell-less protein-like 1
LOC111119867,-2,5,3,GO:0007275,3.9e-08,protein TBATA-like
LOC111119997,-1,3,2,GO:0007275,3.9e-08,uncharacterized LOC111119997
LOC111120796,-2,4,2,GO:0007275,3.9e-08,ras-associating and dilute domain-containing protein-like
